,doc_id,text,country,year,coding,difficult
AFG_58_2003.txt.27,AFG_58_2003.txt.27,"Under the Bonn Agreement, my Government was assigned the historic task of giving Afghanistan its new Constitution.",AFG,2003,security,1
AFG_58_2003.txt.28,AFG_58_2003.txt.28,The commission assigned that task has just finished the draft Constitution.,AFG,2003,security,1
AFG_58_2003.txt.29,AFG_58_2003.txt.29,"The draft will be submitted in December for approval to a constitutional grand council of the Afghan people, which in our language is called a Loya Jirga.",AFG,2003,security,1
AFG_58_2003.txt.30,AFG_58_2003.txt.30,"Work on the reform of the judicial system and on drafting new secondary laws has also continued, with notable outcomes achieved in recent months.",AFG,2003,security,1
AFG_58_2003.txt.31,AFG_58_2003.txt.31,The laws on political parties and banking have now been officially adopted.,AFG,2003,democracy,0
AFG_58_2003.txt.32,AFG_58_2003.txt.32,"Having started from a below-zero baseline, the 30 per cent economic growth rate that Afghanistan enjoyed last year is a promising start.",AFG,2003,development,0
AFG_58_2003.txt.33,AFG_58_2003.txt.33,"Committed as we are to an open-market economy, and seeing the private sector as the true engine for growth, we have moved aggressively to create the legal and financial 7  frameworks needed for a positive environment for the private sector.",AFG,2003,development,0
AFG_58_2003.txt.34,AFG_58_2003.txt.34,"Our newly adopted laws governing investment, banking and property rights, the new stable currency and the bureaucratic reforms we have enacted provide a liberal and conducive underpinning for rapid economic growth.",AFG,2003,development,0
AFG_58_2003.txt.35,AFG_58_2003.txt.35,"Like never before, Afghanistan is open to business.",AFG,2003,development,0
AFG_58_2003.txt.36,AFG_58_2003.txt.36,"Once, in the past, Afghanistan was at the centre of a global threat, that of terrorism.",AFG,2003,security,0
AFG_58_2003.txt.37,AFG_58_2003.txt.37,Our vision for the future is that Afghanistan should be a centre for economic opportunity.,AFG,2003,development,0
AFG_58_2003.txt.38,AFG_58_2003.txt.38,"We do not call ourselves a land- locked country; rather, we are a land-bridging country.",AFG,2003,development,1
AFG_58_2003.txt.39,AFG_58_2003.txt.39,"Afghanistan connects South Asia, Central Asia and the Middle East, a fact to which geo-strategists have long been attracted.",AFG,2003,development,1
AFG_58_2003.txt.40,AFG_58_2003.txt.40,But it is time that Afghanistan's vast potential for facilitating trade and economic activity is exploited.,AFG,2003,development,0
AFG_58_2003.txt.41,AFG_58_2003.txt.41,"Through such nationwide programmes as the National Solidarity Programme, the Government aims to take reconstruction to the villages and households of Afghanistan.",AFG,2003,development,0
AFG_58_2003.txt.42,AFG_58_2003.txt.42,Perhaps no other priority features more widely in the demands of the Afghan people than the provision of education.,AFG,2003,development,0
AFG_58_2003.txt.43,AFG_58_2003.txt.43,"Today, fortunately, almost 40 per cent of the students and teachers in primary and secondary education are female.",AFG,2003,development,0
AFG_58_2003.txt.44,AFG_58_2003.txt.44,That is a huge increase from the close to zero percentage that we inherited from the Taliban.,AFG,2003,development,1
AFG_58_2003.txt.45,AFG_58_2003.txt.45,"Millions of textbooks have been published, and schools are being built at a higher rate than ever.",AFG,2003,development,0
AFG_58_2003.txt.46,AFG_58_2003.txt.46,"However, in other areas of service-provision the need is much greater than our capacity to deliver.",AFG,2003,development,1
AFG_58_2003.txt.47,AFG_58_2003.txt.47,"The struggle against the production of, and trafficking in, narcotics continues.",AFG,2003,security,1
AFG_58_2003.txt.48,AFG_58_2003.txt.48,"We see a direct connection between narcotics and terrorism, and it is in our absolute national interest to fight both.",AFG,2003,security,0
AFG_58_2003.txt.49,AFG_58_2003.txt.49,Both are transnational challenges.,AFG,2003,security,1
AFG_58_2003.txt.50,AFG_58_2003.txt.50,"We in the region and in the international community must take the strategic decision, in the spirit of true partnership, to fight against both menaces.",AFG,2003,security,0
AFG_58_2003.txt.51,AFG_58_2003.txt.51,"As we acknowledge that the road ahead for Afghanistan is long and tortuous, we appreciate the fact that significant achievements have been made over the last two years.",AFG,2003,security,1
AFG_58_2003.txt.52,AFG_58_2003.txt.52,The people of Afghanistan are grateful to the international community for its crucial support.,AFG,2003,security,1
AFG_58_2003.txt.53,AFG_58_2003.txt.53,"While countries that have extended a friendly hand to Afghanistan are far too many to thank individually, it would be unfair not to single out the United States, the European Union and Japan for special thanks.",AFG,2003,greeting,1
AFG_58_2003.txt.54,AFG_58_2003.txt.54,The United States of America has led the international community by example in offering support for Afghanistan.,AFG,2003,greeting,1
AFG_58_2003.txt.55,AFG_58_2003.txt.55,The additional assistance provided to us under the Accelerated Success Initiative will go a long way towards rebuilding our country.,AFG,2003,development,0
AFG_58_2003.txt.56,AFG_58_2003.txt.56,The neighbours of Afghanistan also have a special place in our hearts.,AFG,2003,development,1
AFG_58_2003.txt.57,AFG_58_2003.txt.57,Our people will always remember the warm welcome they received from their brothers and sisters in Pakistan and Iran.,AFG,2003,greeting,0
AFG_58_2003.txt.58,AFG_58_2003.txt.58,"In addition, Afghans hold Secretary-General Kofi Annan and his Special Representative Lakhdar Brahimi in very high esteem.",AFG,2003,greeting,0
AFG_58_2003.txt.59,AFG_58_2003.txt.59,Their kind-hearted attention to Afghanistan is highly appreciated.,AFG,2003,greeting,0
AFG_58_2003.txt.60,AFG_58_2003.txt.60,"Cognizant of our new situation and the emerging opportunities that exist today, we are determined to build friendly, civil and constructive relationships with countries of the world.",AFG,2003,greeting,1
AFG_58_2003.txt.61,AFG_58_2003.txt.61,We continue to extend a sincere hand of friendship to Pakistan and all our other neighbours on the basis of the requirements of a civilized relationship.,AFG,2003,greeting,1
AFG_58_2003.txt.62,AFG_58_2003.txt.62,"We will never permit our territory to be used against any other country, and expect the same in return.",AFG,2003,security,0
AFG_58_2003.txt.63,AFG_58_2003.txt.63,We are deeply concerned about the loss of innocent lives in Palestine and Israel.,AFG,2003,security,0
AFG_58_2003.txt.64,AFG_58_2003.txt.64,We support the realization of the right to self-determination for our Palestinian brothers and sisters.,AFG,2003,security,0
AFG_58_2003.txt.65,AFG_58_2003.txt.65,We are fully committed to remaining a resilient partner with the international community in the fight against terrorism.,AFG,2003,security,0
AFG_58_2003.txt.66,AFG_58_2003.txt.66,All the achievements I have just noted amount only to a good beginning.,AFG,2003,security,1
AFG_58_2003.txt.67,AFG_58_2003.txt.67,Our challenge is to stay the course.,AFG,2003,security,1
AFG_58_2003.txt.68,AFG_58_2003.txt.68,"That will depend not only on the resolute determination of the Afghan people, but also on the continued engagement of the international community.",AFG,2003,security,1
AFG_58_2003.txt.69,AFG_58_2003.txt.69,"While the achievements are significant, and although challenges are inevitable, today, in this forum, I wish to point to what can potentially amount to a critical threat, namely, the ongoing threat of terrorism.",AFG,2003,security,0
AFG_58_2003.txt.70,AFG_58_2003.txt.70,"The crisis in Afghanistan may well be over, but the forces of violence continue to threaten.",AFG,2003,security,0
AFG_58_2003.txt.71,AFG_58_2003.txt.71,"Embodied in various manifestations, from militant infiltrations to hateful teachings at places disguised as madrassas, terrorism continues to make inroads into the space of peace and prosperity that we want to secure for our nation.",AFG,2003,security,0
AFG_58_2003.txt.72,AFG_58_2003.txt.72,"Islam, our universalist religion, has absolutely no place for terrorism.",AFG,2003,security,0
AFG_58_2003.txt.73,AFG_58_2003.txt.73,The apostles of hatred who preach murder in the name of religion and who abuse the name 8  of Islam and the sanctity of madrassas are the enemies of Islam.,AFG,2003,security,0
AFG_58_2003.txt.74,AFG_58_2003.txt.74,"They act against all that Islam teaches, namely, peace, tolerance, compassion, social justice and the good of humanity.",AFG,2003,security,0
AFG_58_2003.txt.75,AFG_58_2003.txt.75,"Terrorists aim to harm the nation of Afghanistan, a deeply believing Muslim nation that is averse to extremism.",AFG,2003,security,0
AFG_58_2003.txt.76,AFG_58_2003.txt.76,They pose a threat to the process of reconstruction in Afghanistan.,AFG,2003,security,0
AFG_58_2003.txt.77,AFG_58_2003.txt.77,Terrorists see their lasting defeat in the success of reconstruction.,AFG,2003,security,0
AFG_58_2003.txt.78,AFG_58_2003.txt.78,They are therefore maliciously intent on derailing the process of reconstruction in Afghanistan.,AFG,2003,security,1
AFG_58_2003.txt.79,AFG_58_2003.txt.79,That must stop.,AFG,2003,security,1
AFG_58_2003.txt.80,AFG_58_2003.txt.80,We must defeat the forces and ideas of violence in the region.,AFG,2003,security,0
AFG_58_2003.txt.81,AFG_58_2003.txt.81,Today terrorism is a liability to the Governments in the region.,AFG,2003,security,0
AFG_58_2003.txt.82,AFG_58_2003.txt.82,Governments must stop using extremism as an instrument of policy.,AFG,2003,security,0
AFG_58_2003.txt.83,AFG_58_2003.txt.83,"As long as terrorism survives in this part of the world, neither Afghanistan nor our neighbours, nor indeed the rest of the world, can be safe.",AFG,2003,security,0
MMR_59_2004.txt.1,MMR_59_2004.txt.1,"Allow me, first of all, to congratulate the President on his assumption of the presidency of the General Assembly at its fifty-ninth session.",MMR,2004,greeting,0
MMR_59_2004.txt.2,MMR_59_2004.txt.2,I am fully confident that his wisdom and diplomatic skills will guide our deliberations to a fruitful outcome.,MMR,2004,greeting,0
MMR_59_2004.txt.3,MMR_59_2004.txt.3,I would also like to take this opportunity to convey my appreciation to Mr. Julian Hunte for his able leadership and contributions to the success of the previous session.,MMR,2004,greeting,0
